width,height,ratio,area,class
tensor(465.),tensor(36.2500),tensor(12.8276),tensor(16856.2500),1
tensor(15.),tensor(47.5000),tensor(0.3158),tensor(712.5000),0
tensor(177.5000),tensor(481.2500),tensor(0.3688),tensor(85421.8750),0
tensor(22.5000),tensor(52.5000),tensor(0.4286),tensor(1181.2500),0
tensor(165.),tensor(393.7500),tensor(0.4190),tensor(64968.7500),0
tensor(175.),tensor(93.7500),tensor(1.8667),tensor(16406.2500),0
tensor(638.7500),tensor(73.7500),tensor(8.6610),tensor(47107.8125),1
tensor(175.),tensor(62.5000),tensor(2.8000),tensor(10937.5000),1
tensor(638.7500),tensor(165.),tensor(3.8712),tensor(105393.7500),2
tensor(183.7500),tensor(370.),tensor(0.4966),tensor(67987.5000),0
tensor(158.7500),tensor(90.),tensor(1.7639),tensor(14287.5000),0
tensor(145.),tensor(462.5000),tensor(0.3135),tensor(67062.5000),0
tensor(16.2500),tensor(47.5000),tensor(0.3421),tensor(771.8750),0
tensor(86.2500),tensor(142.5000),tensor(0.6053),tensor(12290.6250),3
tensor(27.5000),tensor(57.5000),tensor(0.4783),tensor(1581.2500),3
tensor(638.7500),tensor(447.5000),tensor(1.4274),tensor(285840.6250),2
tensor(241.2500),tensor(180.),tensor(1.3403),tensor(43425.),2
tensor(627.5000),tensor(133.7500),tensor(4.6916),tensor(83928.1250),1
tensor(43.7500),tensor(638.7500),tensor(0.0685),tensor(27945.3125),0
tensor(91.2500),tensor(210.),tensor(0.4345),tensor(19162.5000),0
tensor(90.),tensor(107.5000),tensor(0.8372),tensor(9675.),0
tensor(155.),tensor(520.),tensor(0.2981),tensor(80600.),0
tensor(12.5000),tensor(40.),tensor(0.3125),tensor(500.),0
tensor(77.5000),tensor(22.5000),tensor(3.4444),tensor(1743.7500),1
tensor(177.5000),tensor(26.2500),tensor(6.7619),tensor(4659.3750),1
tensor(23.7500),tensor(272.5000),tensor(0.0872),tensor(6471.8750),0
tensor(47.5000),tensor(101.2500),tensor(0.4691),tensor(4809.3750),0
tensor(46.2500),tensor(67.5000),tensor(0.6852),tensor(3121.8750),0
tensor(245.),tensor(163.7500),tensor(1.4962),tensor(40118.7500),4
tensor(50.),tensor(638.7500),tensor(0.0783),tensor(31937.5000),0
tensor(268.7500),tensor(28.7500),tensor(9.3478),tensor(7726.5625),1
tensor(147.5000),tensor(585.),tensor(0.2521),tensor(86287.5000),0
tensor(140.),tensor(500.),tensor(0.2800),tensor(70000.),0
tensor(78.7500),tensor(76.2500),tensor(1.0328),tensor(6004.6875),2
tensor(23.7500),tensor(46.2500),tensor(0.5135),tensor(1098.4375),3
tensor(173.7500),tensor(101.2500),tensor(1.7160),tensor(17592.1875),4
tensor(11.2500),tensor(21.2500),tensor(0.5294),tensor(239.0625),3
tensor(22.5000),tensor(82.5000),tensor(0.2727),tensor(1856.2500),0
tensor(115.),tensor(20.),tensor(5.7500),tensor(2300.),1
tensor(417.5000),tensor(42.5000),tensor(9.8235),tensor(17743.7500),1
tensor(52.5000),tensor(588.7500),tensor(0.0892),tensor(30909.3750),0
tensor(13.7500),tensor(86.2500),tensor(0.1594),tensor(1185.9375),0
tensor(590.),tensor(146.2500),tensor(4.0342),tensor(86287.5000),1
tensor(148.7500),tensor(616.2500),tensor(0.2414),tensor(91667.1875),0
tensor(431.2500),tensor(31.2500),tensor(13.8000),tensor(13476.5625),1
tensor(15.),tensor(37.5000),tensor(0.4000),tensor(562.5000),0
tensor(105.),tensor(291.2500),tensor(0.3605),tensor(30581.2500),0
tensor(125.),tensor(238.7500),tensor(0.5236),tensor(29843.7500),0
tensor(190.),tensor(32.5000),tensor(5.8462),tensor(6175.),1
tensor(35.),tensor(93.7500),tensor(0.3733),tensor(3281.2500),0
tensor(638.7500),tensor(211.2500),tensor(3.0237),tensor(134935.9375),2
tensor(140.),tensor(135.),tensor(1.0370),tensor(18900.),0
tensor(15.),tensor(42.5000),tensor(0.3529),tensor(637.5000),0
tensor(393.7500),tensor(65.),tensor(6.0577),tensor(25593.7500),0
tensor(13.7500),tensor(42.5000),tensor(0.3235),tensor(584.3750),0
tensor(152.5000),tensor(18.7500),tensor(8.1333),tensor(2859.3750),1
tensor(120.),tensor(575.),tensor(0.2087),tensor(69000.),0
tensor(376.2500),tensor(477.5000),tensor(0.7880),tensor(179659.3750),2
tensor(15.),tensor(38.7500),tensor(0.3871),tensor(581.2500),0
tensor(72.5000),tensor(18.7500),tensor(3.8667),tensor(1359.3750),1
tensor(172.5000),tensor(28.7500),tensor(6.),tensor(4959.3750),1
tensor(22.5000),tensor(250.),tensor(0.0900),tensor(5625.),0
tensor(47.5000),tensor(115.),tensor(0.4130),tensor(5462.5000),0
tensor(47.5000),tensor(77.5000),tensor(0.6129),tensor(3681.2500),0
tensor(255.),tensor(180.),tensor(1.4167),tensor(45900.),4
tensor(76.2500),tensor(71.2500),tensor(1.0702),tensor(5432.8125),0
tensor(71.2500),tensor(423.7500),tensor(0.1681),tensor(30192.1875),0
tensor(106.2500),tensor(40.),tensor(2.6562),tensor(4250.),1
tensor(250.),tensor(37.5000),tensor(6.6667),tensor(9375.),1
tensor(26.2500),tensor(95.),tensor(0.2763),tensor(2493.7500),0
tensor(126.2500),tensor(638.7500),tensor(0.1977),tensor(80642.1875),0
tensor(312.5000),tensor(30.),tensor(10.4167),tensor(9375.),1
tensor(553.7500),tensor(87.5000),tensor(6.3286),tensor(48453.1250),1
tensor(91.2500),tensor(42.5000),tensor(2.1471),tensor(3878.1250),1
tensor(45.),tensor(163.7500),tensor(0.2748),tensor(7368.7500),0
tensor(85.),tensor(398.7500),tensor(0.2132),tensor(33893.7500),0
tensor(262.5000),tensor(36.2500),tensor(7.2414),tensor(9515.6250),1
tensor(351.2500),tensor(221.2500),tensor(1.5876),tensor(77714.0625),2
tensor(382.5000),tensor(30.),tensor(12.7500),tensor(11475.),1
tensor(98.7500),tensor(610.),tensor(0.1619),tensor(60237.5000),0
tensor(11.2500),tensor(31.2500),tensor(0.3600),tensor(351.5625),0
tensor(75.),tensor(307.5000),tensor(0.2439),tensor(23062.5000),0
tensor(257.5000),tensor(63.7500),tensor(4.0392),tensor(16415.6250),1
tensor(48.7500),tensor(578.7500),tensor(0.0842),tensor(28214.0625),0
tensor(638.7500),tensor(420.),tensor(1.5208),tensor(268275.),2
tensor(251.2500),tensor(208.7500),tensor(1.2036),tensor(52448.4375),2
tensor(638.7500),tensor(128.7500),tensor(4.9612),tensor(82239.0625),1
tensor(116.2500),tensor(356.2500),tensor(0.3263),tensor(41414.0625),0
tensor(201.2500),tensor(461.2500),tensor(0.4363),tensor(92826.5625),0
tensor(335.),tensor(83.7500),tensor(4.),tensor(28056.2500),1
tensor(138.7500),tensor(113.7500),tensor(1.2198),tensor(15782.8125),0
tensor(418.7500),tensor(62.5000),tensor(6.7000),tensor(26171.8750),1
tensor(200.),tensor(148.7500),tensor(1.3445),tensor(29750.),0
tensor(43.7500),tensor(638.7500),tensor(0.0685),tensor(27945.3125),0
tensor(137.5000),tensor(22.5000),tensor(6.1111),tensor(3093.7500),1
tensor(275.),tensor(65.),tensor(4.2308),tensor(17875.),1
tensor(25.),tensor(48.7500),tensor(0.5128),tensor(1218.7500),0
tensor(21.2500),tensor(42.5000),tensor(0.5000),tensor(903.1250),0
tensor(75.),tensor(638.7500),tensor(0.1174),tensor(47906.2500),0
tensor(77.5000),tensor(135.),tensor(0.5741),tensor(10462.5000),0
tensor(198.7500),tensor(232.5000),tensor(0.8548),tensor(46209.3750),4
tensor(241.2500),tensor(411.2500),tensor(0.5866),tensor(99214.0625),4
tensor(12.5000),tensor(81.2500),tensor(0.1538),tensor(1015.6250),0
tensor(231.2500),tensor(51.2500),tensor(4.5122),tensor(11851.5625),1
tensor(200.),tensor(41.2500),tensor(4.8485),tensor(8250.),1
tensor(271.2500),tensor(167.5000),tensor(1.6194),tensor(45434.3750),0
tensor(370.),tensor(58.7500),tensor(6.2979),tensor(21737.5000),1
tensor(62.5000),tensor(635.),tensor(0.0984),tensor(39687.5000),0
tensor(638.7500),tensor(551.2500),tensor(1.1587),tensor(352110.9375),2
tensor(228.7500),tensor(222.5000),tensor(1.0281),tensor(50896.8750),0
tensor(116.2500),tensor(17.5000),tensor(6.6429),tensor(2034.3750),1
tensor(21.2500),tensor(128.7500),tensor(0.1650),tensor(2735.9375),0
tensor(126.2500),tensor(95.),tensor(1.3289),tensor(11993.7500),0
tensor(71.2500),tensor(88.7500),tensor(0.8028),tensor(6323.4375),0
tensor(47.5000),tensor(7.5000),tensor(6.3333),tensor(356.2500),1
tensor(5.),tensor(81.2500),tensor(0.0615),tensor(406.2500),0
tensor(415.),tensor(63.7500),tensor(6.5098),tensor(26456.2500),1
tensor(117.5000),tensor(76.2500),tensor(1.5410),tensor(8959.3750),0
tensor(52.5000),tensor(570.),tensor(0.0921),tensor(29925.),0
tensor(630.),tensor(58.7500),tensor(10.7234),tensor(37012.5000),1
tensor(161.2500),tensor(352.5000),tensor(0.4574),tensor(56840.6250),2
tensor(268.7500),tensor(368.7500),tensor(0.7288),tensor(99101.5625),2
tensor(67.5000),tensor(638.7500),tensor(0.1057),tensor(43115.6250),0
tensor(38.7500),tensor(85.),tensor(0.4559),tensor(3293.7500),0
tensor(95.),tensor(367.5000),tensor(0.2585),tensor(34912.5000),0
tensor(56.2500),tensor(268.7500),tensor(0.2093),tensor(15117.1875),0
tensor(43.7500),tensor(110.),tensor(0.3977),tensor(4812.5000),0
tensor(25.),tensor(68.7500),tensor(0.3636),tensor(1718.7500),0
tensor(113.7500),tensor(417.5000),tensor(0.2725),tensor(47490.6250),3
tensor(226.2500),tensor(60.),tensor(3.7708),tensor(13575.),1
tensor(191.2500),tensor(46.2500),tensor(4.1351),tensor(8845.3125),1
tensor(141.2500),tensor(622.5000),tensor(0.2269),tensor(87928.1250),0
tensor(442.5000),tensor(141.2500),tensor(3.1327),tensor(62503.1250),0
tensor(638.7500),tensor(433.7500),tensor(1.4726),tensor(277057.8125),2
tensor(73.7500),tensor(228.7500),tensor(0.3224),tensor(16870.3125),0
tensor(63.7500),tensor(236.2500),tensor(0.2698),tensor(15060.9375),0
tensor(193.7500),tensor(37.5000),tensor(5.1667),tensor(7265.6250),1
tensor(112.5000),tensor(196.2500),tensor(0.5732),tensor(22078.1250),0
tensor(135.),tensor(30.),tensor(4.5000),tensor(4050.),1
tensor(210.),tensor(15.),tensor(14.),tensor(3150.),1
tensor(36.2500),tensor(306.2500),tensor(0.1184),tensor(11101.5625),0
tensor(41.2500),tensor(75.),tensor(0.5500),tensor(3093.7500),3
tensor(636.2500),tensor(57.5000),tensor(11.0652),tensor(36584.3750),1
tensor(18.7500),tensor(133.7500),tensor(0.1402),tensor(2507.8125),0
tensor(110.),tensor(93.7500),tensor(1.1733),tensor(10312.5000),0
tensor(127.5000),tensor(578.7500),tensor(0.2203),tensor(73790.6250),0
tensor(18.7500),tensor(138.7500),tensor(0.1351),tensor(2601.5625),0
tensor(608.7500),tensor(66.2500),tensor(9.1887),tensor(40329.6875),1
tensor(330.),tensor(88.7500),tensor(3.7183),tensor(29287.5000),2
tensor(51.2500),tensor(376.2500),tensor(0.1362),tensor(19282.8125),0
tensor(93.7500),tensor(638.7500),tensor(0.1468),tensor(59882.8125),0
tensor(585.),tensor(37.5000),tensor(15.6000),tensor(21937.5000),1
tensor(41.2500),tensor(167.5000),tensor(0.2463),tensor(6909.3750),0
tensor(57.5000),tensor(32.5000),tensor(1.7692),tensor(1868.7500),1
tensor(191.2500),tensor(616.2500),tensor(0.3103),tensor(117857.8125),0
tensor(82.5000),tensor(31.2500),tensor(2.6400),tensor(2578.1250),1
tensor(447.5000),tensor(63.7500),tensor(7.0196),tensor(28528.1250),1
tensor(126.2500),tensor(591.2500),tensor(0.2135),tensor(74645.3125),0
tensor(466.2500),tensor(90.),tensor(5.1806),tensor(41962.5000),2
tensor(173.7500),tensor(37.5000),tensor(4.6333),tensor(6515.6250),1
tensor(450.),tensor(31.2500),tensor(14.4000),tensor(14062.5000),1
tensor(638.7500),tensor(362.5000),tensor(1.7621),tensor(231546.8750),4
tensor(485.),tensor(350.),tensor(1.3857),tensor(169750.),2
tensor(125.),tensor(136.2500),tensor(0.9174),tensor(17031.2500),0
tensor(333.7500),tensor(131.2500),tensor(2.5429),tensor(43804.6875),0
tensor(67.5000),tensor(496.2500),tensor(0.1360),tensor(33496.8750),0
tensor(93.7500),tensor(610.),tensor(0.1537),tensor(57187.5000),0
tensor(13.7500),tensor(36.2500),tensor(0.3793),tensor(498.4375),0
tensor(83.7500),tensor(23.7500),tensor(3.5263),tensor(1989.0625),1
tensor(175.),tensor(27.5000),tensor(6.3636),tensor(4812.5000),1
tensor(15.),tensor(266.2500),tensor(0.0563),tensor(3993.7500),0
tensor(50.),tensor(105.),tensor(0.4762),tensor(5250.),0
tensor(46.2500),tensor(71.2500),tensor(0.6491),tensor(3295.3125),0
tensor(246.2500),tensor(170.),tensor(1.4485),tensor(41862.5000),4
tensor(78.7500),tensor(610.),tensor(0.1291),tensor(48037.5000),0
tensor(155.),tensor(518.7500),tensor(0.2988),tensor(80406.2500),0
tensor(47.5000),tensor(638.7500),tensor(0.0744),tensor(30340.6250),0
tensor(275.),tensor(43.7500),tensor(6.2857),tensor(12031.2500),1
tensor(426.2500),tensor(36.2500),tensor(11.7586),tensor(15451.5625),1
tensor(450.),tensor(30.),tensor(15.),tensor(13500.),1
tensor(138.7500),tensor(237.5000),tensor(0.5842),tensor(32953.1250),0
tensor(148.7500),tensor(313.7500),tensor(0.4741),tensor(46670.3125),0
tensor(638.7500),tensor(472.5000),tensor(1.3519),tensor(301809.3750),2
tensor(241.2500),tensor(157.5000),tensor(1.5317),tensor(37996.8750),2
tensor(97.5000),tensor(326.2500),tensor(0.2989),tensor(31809.3750),0
tensor(113.7500),tensor(483.7500),tensor(0.2351),tensor(55026.5625),0
tensor(31.2500),tensor(252.5000),tensor(0.1238),tensor(7890.6250),0
tensor(292.5000),tensor(191.2500),tensor(1.5294),tensor(55940.6250),2
tensor(240.),tensor(38.7500),tensor(6.1935),tensor(9300.),1
tensor(48.7500),tensor(443.7500),tensor(0.1099),tensor(21632.8125),0
tensor(507.5000),tensor(497.5000),tensor(1.0201),tensor(252481.2500),0
tensor(45.),tensor(168.7500),tensor(0.2667),tensor(7593.7500),0
tensor(125.),tensor(10.),tensor(12.5000),tensor(1250.),1
tensor(37.5000),tensor(113.7500),tensor(0.3297),tensor(4265.6250),0
tensor(123.7500),tensor(258.7500),tensor(0.4783),tensor(32020.3125),0
tensor(37.5000),tensor(115.),tensor(0.3261),tensor(4312.5000),0
tensor(211.2500),tensor(170.),tensor(1.2426),tensor(35912.5000),0
tensor(221.2500),tensor(33.7500),tensor(6.5556),tensor(7467.1875),1
tensor(128.7500),tensor(77.5000),tensor(1.6613),tensor(9978.1250),0
tensor(27.5000),tensor(122.5000),tensor(0.2245),tensor(3368.7500),0
tensor(88.7500),tensor(87.5000),tensor(1.0143),tensor(7765.6250),0
tensor(233.7500),tensor(43.7500),tensor(5.3429),tensor(10226.5625),1
tensor(32.5000),tensor(163.7500),tensor(0.1985),tensor(5321.8750),0
tensor(31.2500),tensor(156.2500),tensor(0.2000),tensor(4882.8125),0
tensor(47.5000),tensor(263.7500),tensor(0.1801),tensor(12528.1250),0
tensor(67.5000),tensor(250.),tensor(0.2700),tensor(16875.),0
tensor(106.2500),tensor(192.5000),tensor(0.5519),tensor(20453.1250),0
tensor(438.7500),tensor(42.5000),tensor(10.3235),tensor(18646.8750),1
tensor(40.),tensor(638.7500),tensor(0.0626),tensor(25550.),0
tensor(638.7500),tensor(92.5000),tensor(6.9054),tensor(59084.3750),1
tensor(603.7500),tensor(81.2500),tensor(7.4308),tensor(49054.6875),1
tensor(21.2500),tensor(150.),tensor(0.1417),tensor(3187.5000),0
tensor(125.),tensor(82.5000),tensor(1.5152),tensor(10312.5000),0
tensor(196.2500),tensor(282.5000),tensor(0.6947),tensor(55440.6250),0
tensor(515.),tensor(121.2500),tensor(4.2474),tensor(62443.7500),1
tensor(120.),tensor(127.5000),tensor(0.9412),tensor(15300.),0
tensor(165.),tensor(45.),tensor(3.6667),tensor(7425.),1
tensor(33.7500),tensor(25.),tensor(1.3500),tensor(843.7500),3
tensor(636.2500),tensor(343.7500),tensor(1.8509),tensor(218710.9375),4
tensor(103.7500),tensor(301.2500),tensor(0.3444),tensor(31254.6875),0
tensor(53.7500),tensor(226.2500),tensor(0.2376),tensor(12160.9375),0
tensor(43.7500),tensor(72.5000),tensor(0.6034),tensor(3171.8750),0
tensor(16.2500),tensor(63.7500),tensor(0.2549),tensor(1035.9375),0
tensor(122.5000),tensor(268.7500),tensor(0.4558),tensor(32921.8750),0
tensor(595.),tensor(72.5000),tensor(8.2069),tensor(43137.5000),1
tensor(47.5000),tensor(140.),tensor(0.3393),tensor(6650.),0
tensor(120.),tensor(88.7500),tensor(1.3521),tensor(10650.),0
tensor(403.7500),tensor(303.7500),tensor(1.3292),tensor(122639.0625),2
tensor(153.7500),tensor(220.),tensor(0.6989),tensor(33825.),4
tensor(71.2500),tensor(78.7500),tensor(0.9048),tensor(5610.9375),4
tensor(231.2500),tensor(220.),tensor(1.0511),tensor(50875.),2
tensor(31.2500),tensor(132.5000),tensor(0.2358),tensor(4140.6250),0
tensor(192.5000),tensor(21.2500),tensor(9.0588),tensor(4090.6250),1
tensor(252.5000),tensor(77.5000),tensor(3.2581),tensor(19568.7500),1
tensor(23.7500),tensor(48.7500),tensor(0.4872),tensor(1157.8125),0
tensor(27.5000),tensor(56.2500),tensor(0.4889),tensor(1546.8750),0
tensor(67.5000),tensor(501.2500),tensor(0.1347),tensor(33834.3750),0
tensor(638.7500),tensor(156.2500),tensor(4.0880),tensor(99804.6875),0
tensor(120.),tensor(386.2500),tensor(0.3107),tensor(46350.),0
tensor(162.5000),tensor(98.7500),tensor(1.6456),tensor(16046.8750),2
tensor(462.5000),tensor(451.2500),tensor(1.0249),tensor(208703.1250),2
tensor(400.),tensor(193.7500),tensor(2.0645),tensor(77500.),4
tensor(48.7500),tensor(637.5000),tensor(0.0765),tensor(31078.1250),0
tensor(391.2500),tensor(70.),tensor(5.5893),tensor(27387.5000),1
tensor(545.),tensor(381.2500),tensor(1.4295),tensor(207781.2500),2
tensor(638.7500),tensor(173.7500),tensor(3.6763),tensor(110982.8125),0
tensor(331.2500),tensor(43.7500),tensor(7.5714),tensor(14492.1875),1
tensor(251.2500),tensor(180.),tensor(1.3958),tensor(45225.),2
tensor(30.),tensor(147.5000),tensor(0.2034),tensor(4425.),0
tensor(498.7500),tensor(242.5000),tensor(2.0567),tensor(120946.8750),2
tensor(73.7500),tensor(567.5000),tensor(0.1300),tensor(41853.1250),0
tensor(51.2500),tensor(211.2500),tensor(0.2426),tensor(10826.5625),0
tensor(205.),tensor(183.7500),tensor(1.1156),tensor(37668.7500),0
tensor(51.2500),tensor(23.7500),tensor(2.1579),tensor(1217.1875),0
tensor(177.5000),tensor(566.2500),tensor(0.3135),tensor(100509.3750),0
tensor(253.7500),tensor(568.7500),tensor(0.4462),tensor(144320.3125),0
tensor(638.7500),tensor(317.5000),tensor(2.0118),tensor(202803.1250),2
tensor(183.7500),tensor(23.7500),tensor(7.7368),tensor(4364.0625),1
tensor(497.5000),tensor(116.2500),tensor(4.2796),tensor(57834.3750),1
tensor(183.7500),tensor(467.5000),tensor(0.3930),tensor(85903.1250),0
tensor(213.7500),tensor(433.7500),tensor(0.4928),tensor(92714.0625),0
tensor(185.),tensor(100.),tensor(1.8500),tensor(18500.),0
tensor(638.7500),tensor(191.2500),tensor(3.3399),tensor(122160.9375),0
tensor(32.5000),tensor(110.),tensor(0.2955),tensor(3575.),0
tensor(150.),tensor(77.5000),tensor(1.9355),tensor(11625.),2
tensor(98.7500),tensor(353.7500),tensor(0.2792),tensor(34932.8125),0
tensor(165.),tensor(201.2500),tensor(0.8199),tensor(33206.2500),2
tensor(83.7500),tensor(95.),tensor(0.8816),tensor(7956.2500),2
tensor(26.2500),tensor(52.5000),tensor(0.5000),tensor(1378.1250),0
tensor(196.2500),tensor(68.7500),tensor(2.8545),tensor(13492.1875),1
tensor(33.7500),tensor(56.2500),tensor(0.6000),tensor(1898.4375),0
tensor(171.2500),tensor(27.5000),tensor(6.2273),tensor(4709.3750),1
tensor(71.2500),tensor(223.7500),tensor(0.3184),tensor(15942.1875),3
tensor(75.),tensor(321.2500),tensor(0.2335),tensor(24093.7500),0
tensor(102.5000),tensor(80.),tensor(1.2812),tensor(8200.),2
tensor(55.),tensor(170.),tensor(0.3235),tensor(9350.),0
tensor(341.2500),tensor(40.),tensor(8.5312),tensor(13650.),1
tensor(82.5000),tensor(181.2500),tensor(0.4552),tensor(14953.1250),2
tensor(245.),tensor(253.7500),tensor(0.9655),tensor(62168.7500),2
tensor(175.),tensor(291.2500),tensor(0.6009),tensor(50968.7500),4
tensor(83.7500),tensor(108.7500),tensor(0.7701),tensor(9107.8125),4
tensor(266.2500),tensor(166.2500),tensor(1.6015),tensor(44264.0625),2
tensor(75.),tensor(402.5000),tensor(0.1863),tensor(30187.5000),0
tensor(32.5000),tensor(60.),tensor(0.5417),tensor(1950.),0
tensor(42.5000),tensor(85.),tensor(0.5000),tensor(3612.5000),0
tensor(187.5000),tensor(440.),tensor(0.4261),tensor(82500.),0
tensor(37.5000),tensor(171.2500),tensor(0.2190),tensor(6421.8750),0
tensor(65.),tensor(128.7500),tensor(0.5049),tensor(8368.7500),0
tensor(91.2500),tensor(85.),tensor(1.0735),tensor(7756.2500),0
tensor(46.2500),tensor(550.),tensor(0.0841),tensor(25437.5000),0
tensor(313.7500),tensor(253.7500),tensor(1.2365),tensor(79614.0625),2
tensor(41.2500),tensor(415.),tensor(0.0994),tensor(17118.7500),0
tensor(566.2500),tensor(241.2500),tensor(2.3472),tensor(136607.8125),2
tensor(75.),tensor(167.5000),tensor(0.4478),tensor(12562.5000),0
tensor(86.2500),tensor(460.),tensor(0.1875),tensor(39675.),0
tensor(21.2500),tensor(71.2500),tensor(0.2982),tensor(1514.0625),0
tensor(88.7500),tensor(543.7500),tensor(0.1632),tensor(48257.8125),0
tensor(16.2500),tensor(106.2500),tensor(0.1529),tensor(1726.5625),0
tensor(262.5000),tensor(287.5000),tensor(0.9130),tensor(75468.7500),4
tensor(136.2500),tensor(32.5000),tensor(4.1923),tensor(4428.1250),1
tensor(202.5000),tensor(40.),tensor(5.0625),tensor(8100.),1
tensor(35.),tensor(326.2500),tensor(0.1073),tensor(11418.7500),0
tensor(37.5000),tensor(295.),tensor(0.1271),tensor(11062.5000),0
tensor(47.5000),tensor(362.5000),tensor(0.1310),tensor(17218.7500),0
tensor(146.2500),tensor(22.5000),tensor(6.5000),tensor(3290.6250),1
tensor(358.7500),tensor(72.5000),tensor(4.9483),tensor(26009.3750),1
tensor(13.7500),tensor(47.5000),tensor(0.2895),tensor(653.1250),0
tensor(16.2500),tensor(46.2500),tensor(0.3514),tensor(751.5625),0
tensor(116.2500),tensor(108.7500),tensor(1.0690),tensor(12642.1875),0
